text,intent,label
please send email to pawel with reminder,email_sendemail,15
send an email to jesse,email_sendemail,15
reply back to this email,email_sendemail,15
send email to marissa,email_sendemail,15
email alice to let her know we are on the way,email_sendemail,15
reply email to charlotte,email_sendemail,15
send response i will be there,email_sendemail,15
send email to bill asking to reschedule,email_sendemail,15
send message via email,email_sendemail,15
send email to david davis email address,email_sendemail,15
please send a voice mail to mr richard office about meting him on first of february twenty seventeen at five pm,email_sendemail,15
inbox my family,email_sendemail,15
prepare to send an outgoing reply message,email_sendemail,15
send mail to mom i am planning vacations with her next week,email_sendemail,15
send an email to my wife about next week weather,email_sendemail,15
email co worker about work project,email_sendemail,15
now i need to write an email to my colleague,email_sendemail,15
reply to erins email by saying i will be on time,email_sendemail,15
my friend john has sent me a invitation card to his newly bought home say thanks to him in his mail id,email_sendemail,15
send email to nancy about tomorrow's work party details,email_sendemail,15
write an email recipient ray,email_sendemail,15
forward the mail to new email address,email_sendemail,15
hey i want to send an email to my friend,email_sendemail,15
send an email to my brother and say wedding anniversary,email_sendemail,15
tell sean i appreciate him reaching out to me,email_sendemail,15
write this message to the coworker group,email_sendemail,15
respond to graham and let him know that i will be free tomorrow,email_sendemail,15
send an email to my boss and attach the presentation file with it apologize for being late,email_sendemail,15
lindafancy55@gmail dot com,email_sendemail,15
start email for address not in contacts,email_sendemail,15
send an email to emma,email_sendemail,15
answer the email,email_sendemail,15
compose a mail for jack,email_sendemail,15
i want the email to be sent to my new email address abc@gmail dot com,email_sendemail,15
email my favourite contacts,email_sendemail,15
i did not want you to send that text yet wait until i say send,email_sendemail,15
send an email to my boss about my leave,email_sendemail,15
i need to edit marie jones email address to read,email_sendemail,15
send an email to peter and ask him how is he now can i do something to help him,email_sendemail,15
please send an email to john saying i'm on leave,email_sendemail,15
send an email with the address you gave me to jean saying meet us here at eight pm,email_sendemail,15
mail macs@xorg,email_sendemail,15
start email,email_sendemail,15
email my boss that i will be late today because of an emergency and apologize to him for missing the meeting,email_sendemail,15
send an email to rohit saying i am busy tomorrow,email_sendemail,15
reply email,email_sendemail,15
send an email to qerwerq@hotmail dot com,email_sendemail,15
please sent this email to my friend,email_sendemail,15
send email to bro and say hi come down for dinner tonight,email_sendemail,15
send mom the following email,email_sendemail,15
hey email jan about our meeting,email_sendemail,15
will you send the email to greg,email_sendemail,15
reach by mail to my family,email_sendemail,15
send an email to grandma saying we are dropping by on saturday see you then,email_sendemail,15
send an email to bob,email_sendemail,15
send email new address,email_sendemail,15
hey send email to john,email_sendemail,15
compose a new email but i got a new address this time brandon at example dot com,email_sendemail,15
pull up outlook i need to send a email,email_sendemail,15
respond to mom's mail message about the recipe site,email_sendemail,15
schedule text messages for later,email_sendemail,15
send an email to bill that i'm sorry i didn't realize he was so sick,email_sendemail,15
send a request to martin,email_sendemail,15
send a reply to mike with the answer four hundred and thirty from his email he sent this morning,email_sendemail,15
write an email to luke asking how the weather will be this coming week,email_sendemail,15
send an email to john that i am on my way to home,email_sendemail,15
send email to gary,email_sendemail,15
send happy new year to john@gmail dot com,email_sendemail,15
email my mom,email_sendemail,15
compose email,email_sendemail,15
send email to family and tell them to bring the bug spray before coming to the park,email_sendemail,15
respond to my bosses email with the word that i will be in at four in the evening,email_sendemail,15
email mom and ask how the weather is there,email_sendemail,15
answer email,email_sendemail,15
send this message to the family group starts with a,email_sendemail,15
please send mom an email saying that i can make it next week,email_sendemail,15
send an email to adele,email_sendemail,15
i need to add a new email to my contacts,email_sendemail,15
send an email to my mum that i will visit her next weekend,email_sendemail,15
email dad how is the weather this week,email_sendemail,15
email my sister about mom's birthday jane we should think about arranging the party at the park,email_sendemail,15
tell chris i will be late through email,email_sendemail,15
send an email to george brown,email_sendemail,15
please send an email to mom,email_sendemail,15
email my mother,email_sendemail,15
i'd like to send a reply,email_sendemail,15
email chris add following content sorry I will be late today,email_sendemail,15
send email to mommy that i'll be going the party,email_sendemail,15
great response to command.,general_affirm,16
yeap amazing response to the command.,general_affirm,16
yes you've done your understanding correcly.,general_affirm,16
yeap you have done answer exactly.,general_affirm,16
you have understood my instructions perfectly.,general_affirm,16
yeap excellent response to the command.,general_affirm,16
yes you have gotten it exactly.,general_affirm,16
you have done that perfectly.,general_affirm,16
you've got the command exactly.,general_affirm,16
you have got that exactly.,general_affirm,16
yes you got command exactly.,general_affirm,16
it was wonderful.,general_affirm,16
fantastic response to command.,general_affirm,16
you have done it correcly.,general_affirm,16
correct response to the command.,general_affirm,16
yes good response to command.,general_affirm,16
yeah right.,general_affirm,16
your understanding was exact.,general_affirm,16
yeap.,general_affirm,16
yeap that's right.,general_affirm,16
yeap you've got your understanding right.,general_affirm,16
yeah you have gotten my instructions perfectly.,general_affirm,16
yeah fantastic response to the command.,general_affirm,16
that is good.,general_affirm,16
you have understood my instructions exactly.,general_affirm,16
strongly agreed.,general_affirm,16
yes fantastic response.,general_affirm,16
yes the command was confirmed.,general_affirm,16
yes affirmative.,general_affirm,16
yeap get that right.,general_affirm,16
good response to the command.,general_affirm,16
yeah you get it perfectly.,general_affirm,16
amazing response to the command.,general_affirm,16
yeap amazing response to command.,general_affirm,16
right response to command.,general_affirm,16
yeap correct response.,general_affirm,16
yeah you got your understanding perfectly.,general_affirm,16
got it exactly.,general_affirm,16
yeap great response.,general_affirm,16
yeap the command was exact.,general_affirm,16
you've got your understanding correcly.,general_affirm,16
exact response to the command.,general_affirm,16
yeap you get your understanding exactly.,general_affirm,16
you've understood my instructions exactly.,general_affirm,16
yeah wonderful.,general_affirm,16
yes exact.,general_affirm,16
yes amazing response.,general_affirm,16
yeah that's great.,general_affirm,16
yeap perfect response to the command.,general_affirm,16
yes strongly agree.,general_affirm,16
yes your understanding was perfect.,general_affirm,16
yes you've done command exactly.,general_affirm,16
you've done the command correcly.,general_affirm,16
yes answer was confirmed.,general_affirm,16
the answer is confirmed.,general_affirm,16
yes agree.,general_affirm,16
answer is confirmed.,general_affirm,16
yes that's correct.,general_affirm,16
the command was confirmed.,general_affirm,16
yes the command is confirmed.,general_affirm,16
you've done the command right.,general_affirm,16
get command exactly.,general_affirm,16
you have got the answer exactly.,general_affirm,16
yes answer was amazing.,general_affirm,16
yeap you've gotten the command correcly.,general_affirm,16
that is excellent.,general_affirm,16
got the answer exactly.,general_affirm,16
yeah get that correcly.,general_affirm,16
correcly.,general_affirm,16
yeap you get that perfectly.,general_affirm,16
yeah correct response to the command.,general_affirm,16
yes it's excellent.,general_affirm,16
your understanding is confirmed.,general_affirm,16
it's exact.,general_affirm,16
yeah great response to command.,general_affirm,16
yeap exact response to command.,general_affirm,16
yeap fantastic.,general_affirm,16
it's amazing.,general_affirm,16
yeah you did it exactly.,general_affirm,16
you've gotten your understanding correcly.,general_affirm,16
yes that's fantastic.,general_affirm,16
yes you get your understanding perfectly.,general_affirm,16
fantastic response to the command.,general_affirm,16
it's perfect.,general_affirm,16
yeap strongly agreed.,general_affirm,16
yes exact response.,general_affirm,16
yes that's amazing.,general_affirm,16
yes great response to the command.,general_affirm,16
yeap you've understood the answer right.,general_affirm,16
you've done your understanding correcly.,general_affirm,16
yeap it's good.,general_affirm,16
exact.,general_affirm,16
yes right response.,general_affirm,16
you have done command exactly.,general_affirm,16
yeap you have got my instructions perfectly.,general_affirm,16
that's confirmed.,general_affirm,16
you've understood command perfectly.,general_affirm,16
yeap correct response to the command.,general_affirm,16
good response to command.,general_affirm,16
yeah that's confirmed.,general_affirm,16
yeah exact response.,general_affirm,16
you did it exactly.,general_affirm,16
yes you have understood my instructions perfectly.,general_affirm,16
yeah you did the command correcly.,general_affirm,16
you have done your understanding correcly.,general_affirm,16
yeap you have got my instructions correcly.,general_affirm,16
yeap good.,general_affirm,16
yeah please.,general_affirm,16
yeah you've got my instructions right.,general_affirm,16
yes perfectly.,general_affirm,16
yeap good response.,general_affirm,16
yeah you've got that perfectly.,general_affirm,16
yeap you've done that right.,general_affirm,16
yeah answer was correct.,general_affirm,16
yeap you've got command correcly.,general_affirm,16
yeap fantastic response to command.,general_affirm,16
yes you've understood that right.,general_affirm,16
yeah fantastic response to command.,general_affirm,16
that is right.,general_affirm,16
yeap you've understood my instructions perfectly.,general_affirm,16
yeap fantastic response.,general_affirm,16
yeap it's confirmed.,general_affirm,16
yeah that was fantastic.,general_affirm,16
you did command perfectly.,general_affirm,16
you've gotten my instructions exactly.,general_affirm,16
yes you have done that exactly.,general_affirm,16
you got that perfectly.,general_affirm,16
yeah you get command exactly.,general_affirm,16
yeah you've gotten my instructions right.,general_affirm,16
wonderful response to command.,general_affirm,16
yeap you've got my instructions correcly.,general_affirm,16
yeah you've understood my instructions perfectly.,general_affirm,16
yes wonderful response.,general_affirm,16
yes you got answer correcly.,general_affirm,16
yeah amazing response.,general_affirm,16
yeap you've understood it correcly.,general_affirm,16
you have done it perfectly.,general_affirm,16
yeap right response.,general_affirm,16
yeap you've gotten that correcly.,general_affirm,16
yes you have done it exactly.,general_affirm,16
you have got my instructions right.,general_affirm,16
yeap perfect.,general_affirm,16
you understood the answer right.,general_affirm,16
yes wonderful response to command.,general_affirm,16
yes it's confirmed.,general_affirm,16
you understood command perfectly.,general_affirm,16
confirmed.,general_affirm,16
yeah you have got your understanding perfectly.,general_affirm,16
yeap right.,general_affirm,16
yeah you have got my instructions right.,general_affirm,16
yeap correcly.,general_affirm,16
yes right.,general_affirm,16
you have gotten that exactly.,general_affirm,16
yeap it was correct.,general_affirm,16
yeap that's correct.,general_affirm,16
yes it was perfect.,general_affirm,16
olly please will you shut off.,general_commandstop,17
olly please shut down.,general_commandstop,17
olly would you please shut up.,general_commandstop,17
olly please will you shut up.,general_commandstop,17
will you stop please.,general_commandstop,17
please would you cancel.,general_commandstop,17
i will talk to you later on.,general_commandstop,17
can you please shut up.,general_commandstop,17
olly will you stop it.,general_commandstop,17
olly please cancel.,general_commandstop,17
i would talk to you later.,general_commandstop,17
olly that would be all.,general_commandstop,17
"olly that is enough, cancel.",general_commandstop,17
i'd like you just stop.,general_commandstop,17
please will you shut off.,general_commandstop,17
please can you stop it.,general_commandstop,17
"olly that's all, stop it.",general_commandstop,17
i'd like you just cancel.,general_commandstop,17
olly will you shut up please.,general_commandstop,17
"that's enough, stop it.",general_commandstop,17
olly could you stop.,general_commandstop,17
please will you shut up.,general_commandstop,17
i want you just stop it.,general_commandstop,17
would you just stop it please.,general_commandstop,17
will you just stop please.,general_commandstop,17
olly can you just stop it please.,general_commandstop,17
will you shut down please.,general_commandstop,17
olly please shut off.,general_commandstop,17
olly stop please.,general_commandstop,17
please could you shut off.,general_commandstop,17
please will you shut down.,general_commandstop,17
olly i like you cancel it.,general_commandstop,17
"that's enough, just cancel.",general_commandstop,17
please would you just cancel it.,general_commandstop,17
i'd like you cancel it.,general_commandstop,17
will you please shut up.,general_commandstop,17
olly can you cancel please.,general_commandstop,17
"olly that is all, just cancel.",general_commandstop,17
i like you stop it.,general_commandstop,17
olly i want you just stop it.,general_commandstop,17
please shut down.,general_commandstop,17
would you stop it.,general_commandstop,17
olly will you shut down please.,general_commandstop,17
i would like you stop.,general_commandstop,17
olly i like you cancel.,general_commandstop,17
please just cancel.,general_commandstop,17
would you stop.,general_commandstop,17
olly will you cancel it.,general_commandstop,17
olly please would you shut off.,general_commandstop,17
olly could you shut up please.,general_commandstop,17
"that's enough, stop.",general_commandstop,17
olly would you shut up please.,general_commandstop,17
"that is enough, stop it.",general_commandstop,17
olly i like you just cancel.,general_commandstop,17
please would you cancel it.,general_commandstop,17
just cancel.,general_commandstop,17
"that's enough, just cancel it.",general_commandstop,17
"olly that is enough, just cancel.",general_commandstop,17
"that's all, just cancel it.",general_commandstop,17
olly please would you shut down.,general_commandstop,17
could you please shut down.,general_commandstop,17
would you stop please.,general_commandstop,17
olly talk to you later on.,general_commandstop,17
that would be all.,general_commandstop,17
olly could you shut down.,general_commandstop,17
olly will you shut down.,general_commandstop,17
can you shut off please.,general_commandstop,17
"that's all, just stop.",general_commandstop,17
olly will you please shut off.,general_commandstop,17
"olly that is enough, cancel it.",general_commandstop,17
i will talk to you later.,general_commandstop,17
would you shut up please.,general_commandstop,17
could you please shut up.,general_commandstop,17
olly can you please shut up.,general_commandstop,17
can you shut up please.,general_commandstop,17
talk to you later.,general_commandstop,17
shut up.,general_commandstop,17
olly will you stop please.,general_commandstop,17
"olly that's enough, stop it.",general_commandstop,17
can you just stop it please.,general_commandstop,17
olly can you shut off.,general_commandstop,17
can you please shut down.,general_commandstop,17
"olly that's all, just stop.",general_commandstop,17
olly would you shut up.,general_commandstop,17
olly please stop.,general_commandstop,17
olly would you shut off please.,general_commandstop,17
just stop please.,general_commandstop,17
please will you just cancel.,general_commandstop,17
just cancel please.,general_commandstop,17
olly that will be all.,general_commandstop,17
olly please can you just stop it.,general_commandstop,17
olly i would like you stop.,general_commandstop,17
would you shut off please.,general_commandstop,17
could you shut down.,general_commandstop,17
i want you cancel.,general_commandstop,17
olly please would you just stop it.,general_commandstop,17
olly will you please shut down.,general_commandstop,17
"olly that's enough, cancel.",general_commandstop,17
olly could you please shut off.,general_commandstop,17
olly please could you just cancel.,general_commandstop,17
olly can you shut up.,general_commandstop,17
will you shut up.,general_commandstop,17
please can you shut off.,general_commandstop,17
olly i would like you just cancel it.,general_commandstop,17
"olly that's enough, stop.",general_commandstop,17
i would talk to you later on.,general_commandstop,17
i like you just cancel.,general_commandstop,17
olly will you shut off.,general_commandstop,17
please can you cancel it.,general_commandstop,17
"olly that is enough, stop it.",general_commandstop,17
would you please shut up.,general_commandstop,17
olly can you please shut down.,general_commandstop,17
olly that is enough.,general_commandstop,17
olly i'd like you just cancel it.,general_commandstop,17
would you just cancel it please.,general_commandstop,17
would you please shut down.,general_commandstop,17
"that is all, stop it.",general_commandstop,17
olly would you please shut off.,general_commandstop,17
i would like you just cancel.,general_commandstop,17
olly i will talk to you later.,general_commandstop,17
please would you shut up.,general_commandstop,17
olly shut up.,general_commandstop,17
can you just cancel please.,general_commandstop,17
olly please could you shut up.,general_commandstop,17
please shut off.,general_commandstop,17
could you just cancel it please.,general_commandstop,17
olly can you please shut off.,general_commandstop,17
olly please just stop.,general_commandstop,17
olly would you shut off.,general_commandstop,17
olly that's all.,general_commandstop,17
can you shut up.,general_commandstop,17
olly can you shut up please.,general_commandstop,17
would you shut off.,general_commandstop,17
olly just stop.,general_commandstop,17
olly could you shut off.,general_commandstop,17
olly i want you stop.,general_commandstop,17
olly will you stop.,general_commandstop,17
would you shut down please.,general_commandstop,17
can you just cancel it.,general_commandstop,17
olly i would like you just stop it.,general_commandstop,17
"that is all, just cancel it.",general_commandstop,17
"that is all, just stop.",general_commandstop,17
olly could you please shut up.,general_commandstop,17
i want you just cancel it.,general_commandstop,17
olly please can you cancel.,general_commandstop,17
olly that is all.,general_commandstop,17
"olly that is all, just stop it.",general_commandstop,17
olly please just cancel.,general_commandstop,17
could you shut up.,general_commandstop,17
that is all.,general_commandstop,17
olly please could you cancel.,general_commandstop,17
olly will you just stop it please.,general_commandstop,17
"olly that is enough, just cancel it.",general_commandstop,17
that is enough.,general_commandstop,17
will you please shut off.,general_commandstop,17
i would like you cancel it.,general_commandstop,17
"olly that is all, cancel.",general_commandstop,17
shut down please.,general_commandstop,17
confirm last thing said please.,general_confirm,18
please check last thing i said.,general_confirm,18
i like you check and confirm last thing i said please.,general_confirm,18
will you check and confirm instruction.,general_confirm,18
can you check last thing i said please.,general_confirm,18
would you confirm last thing i said please.,general_confirm,18
can you check and confirm detail please.,general_confirm,18
did you get my last command correctly?,general_confirm,18
would you check and confirm the question please.,general_confirm,18
please check detail.,general_confirm,18
can you please confirm what said.,general_confirm,18
did you get it correctly?,general_confirm,18
please confirm my last instruction.,general_confirm,18
would you please confirm that.,general_confirm,18
can you check and confirm my last command please.,general_confirm,18
would you please check and confirm what i last said.,general_confirm,18
would you please check my last command.,general_confirm,18
could you confirm my last instruction please.,general_confirm,18
could you confirm what i just said please.,general_confirm,18
please will you confirm command.,general_confirm,18
will you check and confirm my last command.,general_confirm,18
can you check my last question.,general_confirm,18
can you please check what i last said.,general_confirm,18
could you please check and confirm my last command.,general_confirm,18
check that.,general_confirm,18
please will you check last thing said.,general_confirm,18
please check and confirm command.,general_confirm,18
please check and confirm detail.,general_confirm,18
please check my last question.,general_confirm,18
i'd like you check details please.,general_confirm,18
please can you check that.,general_confirm,18
could you please check that.,general_confirm,18
did you get last thing said correctly?,general_confirm,18
would you please check that.,general_confirm,18
i'd like you to check and confirm last thing said please.,general_confirm,18
could you check what just said.,general_confirm,18
check and confirm the last thing said please.,general_confirm,18
please check and confirm the last thing said.,general_confirm,18
please check and confirm the command.,general_confirm,18
i want you confirm that please.,general_confirm,18
i like you to confirm the details please.,general_confirm,18
did you get the last thing i said correctly?,general_confirm,18
could you confirm detail please.,general_confirm,18
confirm that please.,general_confirm,18
check and confirm the details please.,general_confirm,18
would you please check instruction.,general_confirm,18
did you get that correctly?,general_confirm,18
did you get what i just said correctly?,general_confirm,18
did you get the last thing said correctly?,general_confirm,18
can you check and confirm details.,general_confirm,18
could you check and confirm detail please.,general_confirm,18
please confirm my last question.,general_confirm,18
please can you check and confirm last thing i said.,general_confirm,18
i would like you check detail please.,general_confirm,18
please will you check and confirm it.,general_confirm,18
confirm the last thing said please.,general_confirm,18
would you check what i said.,general_confirm,18
check last thing i said please.,general_confirm,18
i want you check the last thing i said please.,general_confirm,18
i would like you to check and confirm my last command please.,general_confirm,18
will you please check and confirm detail.,general_confirm,18
would you please confirm the last thing i said.,general_confirm,18
can you please check my last question.,general_confirm,18
i would like you to check what last said please.,general_confirm,18
please can you confirm last thing said.,general_confirm,18
could you confirm the question please.,general_confirm,18
would you check and confirm the details please.,general_confirm,18
i would like you check details please.,general_confirm,18
can you please check and confirm the detail.,general_confirm,18
i'd like you check what i last said please.,general_confirm,18
would you please check the detail.,general_confirm,18
could you please confirm the details.,general_confirm,18
i'd like you confirm it please.,general_confirm,18
i like you to confirm question please.,general_confirm,18
will you please check and confirm the last thing i said.,general_confirm,18
check and confirm that please.,general_confirm,18
i would like you to check the question please.,general_confirm,18
i want you to confirm what i last said please.,general_confirm,18
i like you check what i last said please.,general_confirm,18
would you confirm the detail.,general_confirm,18
can you please confirm last thing i said.,general_confirm,18
i would like you confirm last thing i said please.,general_confirm,18
check and confirm the detail please.,general_confirm,18
i like you check it please.,general_confirm,18
did you get my last instruction correctly?,general_confirm,18
please can you check and confirm what just said.,general_confirm,18
would you check the details please.,general_confirm,18
please can you confirm the command.,general_confirm,18
could you please check and confirm the detail.,general_confirm,18
would you check and confirm question please.,general_confirm,18
please confirm details.,general_confirm,18
will you please check and confirm it.,general_confirm,18
please would you check instruction.,general_confirm,18
would you please check question.,general_confirm,18
could you please check the detail.,general_confirm,18
could you please check and confirm details.,general_confirm,18
check the last thing said please.,general_confirm,18
i would like you check and confirm it please.,general_confirm,18
please would you confirm detail.,general_confirm,18
can you confirm instruction.,general_confirm,18
please confirm last thing said.,general_confirm,18
would you please check and confirm detail.,general_confirm,18
did you get the instruction correctly?,general_confirm,18
would you please check it.,general_confirm,18
confirm detail please.,general_confirm,18
check last thing i said.,general_confirm,18
check what just said please.,general_confirm,18
check question.,general_confirm,18
i like you confirm last thing said please.,general_confirm,18
i like you confirm details please.,general_confirm,18
check and confirm last thing said please.,general_confirm,18
would you check and confirm last thing said please.,general_confirm,18
would you check my last question please.,general_confirm,18
will you confirm that please.,general_confirm,18
i'd like you to confirm that please.,general_confirm,18
will you check what i said please.,general_confirm,18
could you check that please.,general_confirm,18
please will you check details.,general_confirm,18
please will you confirm the last thing said.,general_confirm,18
would you please check and confirm it.,general_confirm,18
could you check instruction.,general_confirm,18
i like you to check it please.,general_confirm,18
could you check it.,general_confirm,18
did you get the detail correctly?,general_confirm,18
please check last thing said.,general_confirm,18
can you confirm what just said please.,general_confirm,18
i'd like you check my last question please.,general_confirm,18
would you please check what i last said.,general_confirm,18
could you please check and confirm last thing i said.,general_confirm,18
can you check and confirm what said please.,general_confirm,18
i'd like you check and confirm that please.,general_confirm,18
can you please check the last thing i said.,general_confirm,18
would you check and confirm detail please.,general_confirm,18
check and confirm the instruction please.,general_confirm,18
did you get last thing i said correctly?,general_confirm,18
i want you to check what i just said please.,general_confirm,18
would you confirm the last thing i said please.,general_confirm,18
confirm my last command please.,general_confirm,18
check and confirm my last command please.,general_confirm,18
i'd like you confirm the question please.,general_confirm,18
can you confirm the details please.,general_confirm,18
please could you confirm instruction.,general_confirm,18
would you please confirm details.,general_confirm,18
will you check and confirm that please.,general_confirm,18
i would like you to check and confirm detail please.,general_confirm,18
please can you confirm details.,general_confirm,18
check last thing said please.,general_confirm,18
please check what said.,general_confirm,18
could you please confirm the instruction.,general_confirm,18
could you please check and confirm that.,general_confirm,18
check what said.,general_confirm,18
can you confirm what said please.,general_confirm,18
can you please check command.,general_confirm,18
i want you to check and confirm what last said please.,general_confirm,18
please can you check and confirm the details.,general_confirm,18
can you please confirm detail.,general_confirm,18
"i do not really know, olly.",general_dontcare,19
would not care.,general_dontcare,19
anything will be okay with me.,general_dontcare,19
does not matter to me.,general_dontcare,19
"it is unimportant for me, olly.",general_dontcare,19
"that does not matter for me, olly.",general_dontcare,19
"it does not matter with me, olly.",general_dontcare,19
i wouldn't know.,general_dontcare,19
"anything will be good with me, olly.",general_dontcare,19
"i would not really know, olly.",general_dontcare,19
i wouldn't really mind.,general_dontcare,19
"it is of no importance to me, olly.",general_dontcare,19
i would not mind for any one.,general_dontcare,19
"wouldn't know, olly.",general_dontcare,19
have no idea regarding to what to do.,general_dontcare,19
"it doesn't really matter, olly.",general_dontcare,19
do not really care.,general_dontcare,19
"anything is fine to me, olly.",general_dontcare,19
doesn't really matter for me.,general_dontcare,19
i don't really mind.,general_dontcare,19
i don't mind for whatever.,general_dontcare,19
"any one will be okay with me, olly.",general_dontcare,19
"doesn't matter, olly.",general_dontcare,19
"this is unimportant to me, olly.",general_dontcare,19
"i wouldn't really mind, olly.",general_dontcare,19
"that doesn't matter for me, olly.",general_dontcare,19
anything is ok to me.,general_dontcare,19
i wouldn't really care.,general_dontcare,19
anything would be ok with me.,general_dontcare,19
don't care.,general_dontcare,19
have no idea for what to choose.,general_dontcare,19
i do not really mind for anything.,general_dontcare,19
really would not mind.,general_dontcare,19
i do not really care.,general_dontcare,19
"that is of no importance, olly.",general_dontcare,19
i have no idea for which to choose.,general_dontcare,19
anything is ok with me.,general_dontcare,19
i don't really mind for anything.,general_dontcare,19
anything would be fine with me.,general_dontcare,19
any one is okay to me.,general_dontcare,19
i don't really mind to select any one.,general_dontcare,19
it doesn't matter for me.,general_dontcare,19
i have no idea for which to select.,general_dontcare,19
"have no idea, olly.",general_dontcare,19
anything would be good.,general_dontcare,19
really i would not mind.,general_dontcare,19
wouldn't mind for anything.,general_dontcare,19
i have no idea regarding to which to select.,general_dontcare,19
i would not bother.,general_dontcare,19
whatever is ok with me.,general_dontcare,19
"wouldn't mind to select any one, olly.",general_dontcare,19
do not really bother.,general_dontcare,19
"have no idea regarding to which to select, olly.",general_dontcare,19
really wouldn't mind.,general_dontcare,19
"that is of no importance for me, olly.",general_dontcare,19
would not really mind.,general_dontcare,19
"i would not mind for any one, olly.",general_dontcare,19
"this does not matter, olly.",general_dontcare,19
have no idea regarding to which to choose.,general_dontcare,19
that does not matter.,general_dontcare,19
have no idea regarding to which to select.,general_dontcare,19
it is unimportant to me.,general_dontcare,19
"any one will be ok with me, olly.",general_dontcare,19
anything would be okay with me.,general_dontcare,19
that is of no importance for me.,general_dontcare,19
doesn't really matter with me.,general_dontcare,19
"any one, olly.",general_dontcare,19
do not mind to choose any one.,general_dontcare,19
any one would be good to me.,general_dontcare,19
"whatever is good with me, olly.",general_dontcare,19
"i have no idea, olly.",general_dontcare,19
any one would be fine for me.,general_dontcare,19
"i wouldn't really care, olly.",general_dontcare,19
whatever is okay with me.,general_dontcare,19
do not care.,general_dontcare,19
wouldn't mind.,general_dontcare,19
any one will be fine.,general_dontcare,19
"any one would be okay, olly.",general_dontcare,19
whatever would be ok to me.,general_dontcare,19
would not know.,general_dontcare,19
that is unimportant.,general_dontcare,19
"whatever would be good to me, olly.",general_dontcare,19
don't really bother.,general_dontcare,19
"i wouldn't bother, olly.",general_dontcare,19
"that is unimportant, olly.",general_dontcare,19
anything is okay with me.,general_dontcare,19
"this is unimportant with me, olly.",general_dontcare,19
"don't bother, olly.",general_dontcare,19
"would not bother, olly.",general_dontcare,19
do not mind.,general_dontcare,19
that doesn't really matter to me.,general_dontcare,19
"i would not know, olly.",general_dontcare,19
i don't really mind for whatever.,general_dontcare,19
"i wouldn't really bother, olly.",general_dontcare,19
"doesn't matter with me, olly.",general_dontcare,19
it is unimportant.,general_dontcare,19
i don't bother.,general_dontcare,19
anything is fine.,general_dontcare,19
wouldn't mind to choose any one.,general_dontcare,19
wouldn't really bother.,general_dontcare,19
"have no idea about what to do, olly.",general_dontcare,19
do not mind for any one.,general_dontcare,19
whatever.,general_dontcare,19
i don't really mind to choose any one.,general_dontcare,19
do not mind to select any one.,general_dontcare,19
wouldn't bother.,general_dontcare,19
don't mind.,general_dontcare,19
"would not mind to select any one, olly.",general_dontcare,19
i do not care.,general_dontcare,19
does not matter.,general_dontcare,19
doesn't matter.,general_dontcare,19
it doesn't matter to me.,general_dontcare,19
whatever is good.,general_dontcare,19
have no idea for which to choose.,general_dontcare,19
this is unimportant to me.,general_dontcare,19
whatever is okay for me.,general_dontcare,19
this is unimportant.,general_dontcare,19
i do not know.,general_dontcare,19
"i would not bother, olly.",general_dontcare,19
that doesn't really matter.,general_dontcare,19
don't mind for whatever.,general_dontcare,19
"have no idea for which to select, olly.",general_dontcare,19
whatever will be fine.,general_dontcare,19
don't mind to choose any one.,general_dontcare,19
don't really know.,general_dontcare,19
"really i don't mind, olly.",general_dontcare,19
any one will be ok for me.,general_dontcare,19
"anything would be good with me, olly.",general_dontcare,19
"i have no idea for which to choose, olly.",general_dontcare,19
"that is unimportant to me, olly.",general_dontcare,19
"i have no idea for what to do, olly.",general_dontcare,19
"really don't mind, olly.",general_dontcare,19
don't really care.,general_dontcare,19
does not really matter to me.,general_dontcare,19
whatever would be good.,general_dontcare,19
i have no idea regarding to what to select.,general_dontcare,19
anything is ok for me.,general_dontcare,19
this doesn't really matter to me.,general_dontcare,19
"that does not really matter, olly.",general_dontcare,19
don't bother.,general_dontcare,19
"would not really care, olly.",general_dontcare,19
"i do not really care, olly.",general_dontcare,19
i don't mind to select any one.,general_dontcare,19
"wouldn't really mind to choose any one, olly.",general_dontcare,19
does not really matter with me.,general_dontcare,19
"it is of no importance, olly.",general_dontcare,19
this is of no importance to me.,general_dontcare,19
that does not matter for me.,general_dontcare,19
"i have no idea regarding to what to do, olly.",general_dontcare,19
anything is okay for me.,general_dontcare,19
"that doesn't matter to me, olly.",general_dontcare,19
"i do not know, olly.",general_dontcare,19
would not mind for any one.,general_dontcare,19
anything will be ok with me.,general_dontcare,19
"i do not really mind, olly.",general_dontcare,19
doesn't matter with me.,general_dontcare,19
wouldn't really care.,general_dontcare,19
"do not really mind for whatever, olly.",general_dontcare,19
once again clarify me about your answers please.,general_explain,20
don't get this.,general_explain,20
explain it further please.,general_explain,20
"s1, rephrase me more on it.",general_explain,20
would you once again clarify me about your response please.,general_explain,20
i am unclear about your response.,general_explain,20
please explain again to me.,general_explain,20
further explain.,general_explain,20
"s1, again clarify your answers please.",general_explain,20
it was not clear.,general_explain,20
"s1, would you please further clarify me on your answers.",general_explain,20
"s2, i was not so clear about what you said now.",general_explain,20
could you clarify me on it further.,general_explain,20
could you please again clarify your answer to me.,general_explain,20
please explain me more on what you said.,general_explain,20
"s2, i was unclear about what you've just said.",general_explain,20
"s1, will you further explain.",general_explain,20
